,win,one1,one2,one3,one4,one5,two1,two2,two3,two4,two5
18666,1,Xerath,Nunu,Twitch,Chogath,Pyke,Garen,Viego,Sylas,Ezreal,Soraka
18667,1,Mordekaiser,Kindred,Irelia,MissFortune,Karma,Gnar,Viego,Fizz,Ezreal,Yuumi
18668,1,Garen,JarvanIV,Annie,Zeri,Senna,Malphite,Olaf,Brand,Ezreal,Sona
18669,0,Camille,Nocturne,Veigar,Zeri,Zilean,Nasus,Kayn,Yone,Twitch,Pyke
18670,0,Darius,Viego,Ahri,Karma,Vex,Riven,Amumu,Viktor,MissFortune,Pyke
18671,1,Garen,Sejuani,Malzahar,Caitlyn,Senna,Sett,Kindred,Yasuo,Samira,Blitzcrank
18672,1,Gwen,Diana,Ashe,Samira,Velkoz,Yorick,Shaco,Gangplank,Jhin,Nami
18673,0,Nasus,Rengar,TwistedFate,Aphelios,Soraka,Teemo,Sejuani,Vladimir,Kaisa,Nami
18674,0,Gwen,Karthus,Pantheon,Caitlyn,Thresh,Jax,Udyr,Viktor,Jhin,Lux
18675,1,Veigar,Olaf,Yorick,Draven,Thresh,Kayle,Vi,Syndra,Jhin,Maokai
18676,0,Mordekaiser,Rengar,Ahri,Caitlyn,Swain,Darius,Volibear,Taliyah,Ezreal,Morgana
18677,0,Fiora,Kayn,Kayle,KogMaw,Darius,Aatrox,Poppy,Lux,Xayah,Xerath
18678,0,MonkeyKing,Rengar,Zyra,Tristana,Nautilus,Mordekaiser,Zac,Akali,Vayne,Leona
18679,1,Riven,Kindred,Annie,KogMaw,Ashe,Camille,Viego,Lissandra,Ezreal,Swain
18680,1,Sett,Viego,Brand,Jhin,Pyke,Gwen,Rammus,Ahri,Jinx,Alistar
18681,1,Tryndamere,Jax,Ahri,Jhin,Alistar,Darius,Vi,Mordekaiser,Samira,Yuumi
18682,0,Akali,Vayne,Zac,Yasuo,Lux,Leblanc,Viego,Taliyah,Ezreal,Xerath
18683,0,Irelia,Nocturne,Cassiopeia,Lucian,Morgana,Volibear,Khazix,Malzahar,Ezreal,Lux
18684,1,Aatrox,MonkeyKing,Akali,Tristana,Seraphine,Kennen,Kayn,Viktor,Ezreal,Trundle
18685,1,Ornn,XinZhao,Velkoz,Tristana,Lulu,Sett,Graves,Lissandra,Ezreal,Thresh
18686,0,Riven,FiddleSticks,Yasuo,Samira,Yuumi,Illaoi,Kayn,Taliyah,MissFortune,Zyra
18687,1,Yorick,Taliyah,Azir,Jhin,Zilean,MonkeyKing,XinZhao,Zed,Yasuo,Karma
18688,0,Gnar,Hecarim,Fizz,Jinx,Seraphine,Kayle,Nocturne,Azir,Veigar,Lux
18689,1,Fizz,Nocturne,Sylas,Jinx,Brand,DrMundo,Amumu,Neeko,Sivir,Yuumi
18690,1,MonkeyKing,Amumu,Ahri,Twitch,Leona,Volibear,Khazix,Yasuo,MissFortune,Blitzcrank
18691,0,Nasus,Volibear,Malzahar,Kaisa,Senna,Chogath,Vi,Quinn,Caitlyn,Morgana
18692,1,Jax,Morgana,Malphite,Jhin,Braum,Camille,Elise,Karthus,Seraphine,Swain
18693,0,Darius,MonkeyKing,KogMaw,Swain,Senna,Volibear,Graves,Zed,Jhin,Maokai
18694,0,Shyvana,Kayn,Pyke,Kaisa,Janna,Chogath,MonkeyKing,Anivia,Tristana,Vi
18695,0,Shyvana,Rengar,Yone,Sivir,Pantheon,MonkeyKing,Khazix,Ahri,Vayne,Soraka
18696,0,Nasus,Udyr,Akali,Vayne,Lulu,Darius,Viego,Malzahar,Yasuo,Alistar
18697,0,Teemo,Rammus,Akshan,Kaisa,Nautilus,Jax,Shyvana,Yasuo,Vayne,Lulu
18698,1,Teemo,MonkeyKing,Seraphine,Ezreal,Senna,Pantheon,Kayn,Tristana,Kaisa,Lux
18699,1,Lux,Sion,Olaf,Jhin,Leblanc,Gangplank,Senna,Samira,Galio,Lillia
18700,1,MonkeyKing,Graves,Sett,MissFortune,Swain,Vayne,Nocturne,Zed,Tristana,Soraka
18701,0,Fiora,Volibear,Zed,Zeri,Senna,Kayle,MonkeyKing,Ornn,Vayne,Lulu
18702,1,Kayle,Warwick,Garen,MissFortune,Renata,Kled,Volibear,Katarina,Vayne,Brand
18703,1,Kayle,Kayn,Cassiopeia,Lucian,Yuumi,Trundle,Mordekaiser,Fizz,Ashe,Sona
18704,1,MonkeyKing,Graves,Sylas,Jinx,Lulu,Rengar,LeeSin,Cassiopeia,Varus,Zilean
18705,0,Camille,Poppy,Leblanc,Lucian,Swain,Aatrox,Warwick,Neeko,Jhin,Senna
18706,1,Olaf,Nocturne,Veigar,MissFortune,Morgana,Urgot,JarvanIV,Rumble,Samira,Zyra
18707,0,Urgot,MonkeyKing,Diana,MissFortune,Sona,Renekton,Volibear,Viktor,Ezreal,Xerath
18708,1,Pantheon,RekSai,Kayle,Draven,Nautilus,Lucian,Volibear,Syndra,Aphelios,Nami
18709,0,Yorick,MonkeyKing,Lux,Tristana,Neeko,Aatrox,Warwick,Akshan,Kaisa,Nidalee
18710,1,Sion,Olaf,Swain,Vayne,Blitzcrank,Veigar,Rengar,Akali,Kaisa,Braum
18711,1,Urgot,FiddleSticks,Orianna,Sivir,Blitzcrank,Garen,Warwick,Yasuo,Vayne,Shaco
18712,1,Akshan,Shyvana,Lux,Caitlyn,Blitzcrank,Fiora,Volibear,Zoe,Ezreal,Soraka
18713,0,Jax,Viego,Galio,Ezreal,Pyke,Camille,Shyvana,Viktor,Aphelios,Sona
18714,1,Heimerdinger,Warwick,Katarina,MissFortune,Senna,Vayne,Rengar,Yone,Kaisa,Veigar
18715,1,Yorick,Viego,Yasuo,Lucian,Senna,Nasus,Kindred,Lulu,Swain,Teemo
18716,0,Yone,Lillia,Veigar,Kaisa,Zyra,Renekton,Kayn,Kassadin,Jhin,Brand
18717,1,Gwen,MasterYi,Morgana,Ezreal,Renata,Fiora,XinZhao,Kayle,Ziggs,Veigar
18718,0,Gangplank,Kayn,Brand,Kaisa,Pyke,Irelia,Lillia,Akshan,Lucian,Soraka
18719,0,Tryndamere,Lillia,Akshan,Tristana,Alistar,Yorick,Amumu,Yasuo,Lucian,Soraka
18720,0,Ornn,LeeSin,Akali,Xayah,Morgana,Riven,Lillia,Orianna,Vayne,Lulu
18721,1,Chogath,Khazix,Akali,Ezreal,Swain,Teemo,Shyvana,Zed,Kaisa,Renata
18722,0,Ezreal,Kayn,Vladimir,Samira,Pantheon,Mordekaiser,Shaco,Yasuo,Tristana,Senna
18723,0,MonkeyKing,Kindred,Talon,Tristana,Swain,Fiora,Hecarim,TwistedFate,Vayne,Brand
18724,1,Darius,Trundle,AurelionSol,Vayne,Taric,Mordekaiser,Viego,Viktor,Jhin,Zyra
18725,1,Graves,Nocturne,Taliyah,MissFortune,Braum,Gangplank,Evelynn,Galio,Ezreal,Sona
18726,1,Ornn,Nocturne,Veigar,Draven,Lux,Nasus,Ivern,Gangplank,Lucian,Thresh
18727,1,Mordekaiser,MasterYi,Annie,Caitlyn,Veigar,Olaf,Karthus,Gangplank,Zeri,Galio
18728,1,Aatrox,Rumble,Swain,Draven,Nami,Gangplank,Ekko,Taliyah,Lucian,Morgana
18729,1,Sion,Viego,Veigar,Jhin,Brand,Nasus,Lillia,Yone,Jinx,Pyke
18730,0,Teemo,Viego,Vex,Jhin,Blitzcrank,Chogath,Shyvana,Swain,Samira,DrMundo
18731,1,Illaoi,Graves,Karma,Samira,Thresh,Kayle,LeeSin,Taliyah,Ezreal,Nautilus
18732,1,Volibear,Diana,Yasuo,Ezreal,Pyke,Aatrox,Vi,Malzahar,Xayah,Pantheon
18733,0,Quinn,Ekko,AurelionSol,Ezreal,Sylas,Mordekaiser,Kindred,Swain,Jinx,Senna
18734,1,Quinn,Graves,Ahri,Jinx,Sona,Akshan,Ivern,Zoe,Nami,Senna
18735,1,Jax,Trundle,Zed,Vayne,Sona,AurelionSol,XinZhao,Corki,Ezreal,Leona
18736,0,Camille,FiddleSticks,Yasuo,Jhin,Blitzcrank,Sett,MonkeyKing,Taliyah,Aphelios,Lulu
18737,1,Graves,Veigar,Garen,Bard,Twitch,Morgana,Zed,MonkeyKing,Lillia,MissFortune
18738,1,Aatrox,Kindred,Azir,Sivir,Xerath,Graves,DrMundo,TwistedFate,Caitlyn,Blitzcrank
18739,0,Lissandra,Udyr,Katarina,Kaisa,Thresh,Gangplank,Viego,Annie,Lucian,Nami
18740,1,Sett,Rammus,Katarina,MissFortune,Yuumi,Jax,Ivern,Anivia,Varus,Nami
18741,1,Garen,Lillia,Zoe,Draven,Renata,Aatrox,Hecarim,Heimerdinger,Kaisa,Karma
18742,1,TahmKench,Amumu,Veigar,Jhin,Nautilus,Camille,Ekko,TwistedFate,Jinx,Ashe
18743,1,Mordekaiser,MonkeyKing,Velkoz,Vayne,Lulu,Garen,Kindred,Sylas,MissFortune,Xerath
18744,1,Mordekaiser,RekSai,Viktor,Twitch,Swain,Yone,Shyvana,Yasuo,KogMaw,Lulu
18745,0,Irelia,DrMundo,Katarina,Caitlyn,Senna,Riven,Ekko,Akshan,Kaisa,Morgana
18746,1,Gangplank,Diana,Yone,Caitlyn,Xerath,Jax,Graves,Ahri,Lucian,Blitzcrank
18747,1,Tryndamere,MonkeyKing,Malzahar,Jinx,Soraka,Olaf,Kayn,Sylas,Kaisa,Velkoz
18748,1,Kayle,Nocturne,Akali,Sivir,Nautilus,Quinn,Kayn,Malzahar,Jinx,TahmKench
18749,0,Olaf,Mordekaiser,Viktor,Samira,Pyke,Aatrox,Shyvana,Taliyah,Vayne,Veigar
18750,0,Rengar,Olaf,Xerath,Tristana,Nami,MonkeyKing,Amumu,Twitch,Lucian,Swain
18751,1,Nasus,MasterYi,Veigar,Jinx,Swain,Darius,Diana,Lux,Kaisa,Pyke
18752,1,Illaoi,Kayn,Anivia,Tristana,Nami,Olaf,Ivern,Zed,Kaisa,Thresh
18753,0,Vayne,Taliyah,Malphite,Kaisa,Blitzcrank,Kled,Diana,Kassadin,Ezreal,Zyra
18754,1,DrMundo,Kaisa,Annie,Ivern,Rakan,Tryndamere,Shyvana,Xerath,Lucian,Leona
18755,1,Gwen,MonkeyKing,AurelionSol,Jinx,Nami,Yorick,Kindred,Karthus,Ashe,Senna
18756,1,Olaf,Graves,Neeko,Xayah,Rakan,Akali,Vladimir,Taliyah,Samira,Nami
18757,1,Shen,Hecarim,Diana,Kaisa,Renata,Sett,Darius,Gangplank,Ashe,Shaco
18758,0,Graves,Khazix,Leblanc,Jhin,Senna,Nasus,Pyke,Sylas,Sivir,Viego
18759,1,Teemo,Vi,Sett,Caitlyn,Senna,Malphite,Diana,Yasuo,Twitch,Shaco
18760,0,Illaoi,Viego,Ziggs,Jhin,Rakan,Nasus,Karthus,Vex,Lucian,Senna
18761,0,Garen,Rammus,Vladimir,MissFortune,Sona,Volibear,Shyvana,Lux,Kaisa,Morgana
18762,0,MonkeyKing,Lillia,Yasuo,Lucian,Soraka,Sett,Warwick,Akali,Vayne,Senna
18763,0,Shen,FiddleSticks,Yasuo,Vayne,Pyke,Mordekaiser,Rengar,TwistedFate,Jinx,Blitzcrank
18764,0,Garen,JarvanIV,Vladimir,Jinx,Nautilus,Gnar,MonkeyKing,Cassiopeia,Varus,Nami
18765,0,Garen,XinZhao,Teemo,Sivir,Nautilus,MonkeyKing,Amumu,Lux,Vayne,Yuumi
18766,1,Shyvana,Katarina,Zed,Lucian,Leona,Fiora,Evelynn,Vladimir,Tristana,Anivia
18767,0,Gangplank,MasterYi,Katarina,MissFortune,Lux,Teemo,Hecarim,Ahri,Draven,Zyra
18768,1,Garen,Rammus,Brand,Vayne,Lux,Gnar,Graves,Katarina,Jhin,Twitch
18769,0,Gwen,Darius,Ekko,Zed,Zoe,Kled,Trundle,Yone,Jhin,Lux
18770,1,Irelia,Taliyah,Kassadin,Kaisa,Pyke,Volibear,RekSai,Veigar,Zeri,Nami
18771,1,Yorick,MasterYi,Karma,Jhin,Lux,Mordekaiser,Nocturne,Caitlyn,Tristana,Brand
18772,0,Gragas,Warwick,Taliyah,Samira,Leona,Gangplank,Nocturne,Ziggs,Jhin,Rell
18773,1,Jayce,Shyvana,Talon,Ezreal,Yuumi,Garen,Kindred,Lux,Jhin,Rakan
18774,1,Chogath,Khazix,Malzahar,Jinx,Janna,Sion,Kindred,Lux,Ashe,Senna
18775,1,Kayle,Diana,Viego,Kaisa,Karma,Tristana,MasterYi,Chogath,Ezreal,Sona
18776,1,Fiora,Warwick,Pantheon,Heimerdinger,Zyra,Darius,Diana,Graves,Caitlyn,Bard
18777,0,Garen,Vi,Xerath,Jinx,Senna,Teemo,Nunu,Veigar,Tristana,Nautilus
18778,1,Darius,Amumu,Azir,Jhin,Leona,Swain,Trundle,Anivia,Samira,Janna
18779,0,Fiora,Shyvana,Viktor,Vayne,Janna,Sett,Amumu,Vladimir,Kaisa,Morgana
18780,0,Graves,Viego,Irelia,Ziggs,Senna,Singed,Lillia,Veigar,Twitch,Zyra
18781,0,Shen,Kindred,Sylas,Jhin,Bard,Vayne,Shyvana,RekSai,Caitlyn,Seraphine
18782,0,Darius,Warwick,Veigar,Vayne,Rell,Akali,MasterYi,Sylas,Ezreal,Karma
18783,0,Shen,Hecarim,Talon,Vayne,Zilean,Singed,Lillia,Swain,Ezreal,Blitzcrank
18784,0,Mordekaiser,Evelynn,Zeri,Caitlyn,Pyke,Renekton,Amumu,Kassadin,Tristana,Morgana
18785,1,Olaf,Khazix,Kayle,Tristana,Shaco,Garen,Kayn,Heimerdinger,Kaisa,Blitzcrank
18786,0,Tristana,LeeSin,Viktor,Zeri,Pyke,Pantheon,Kayn,Zoe,Ashe,Seraphine
18787,0,Jax,Nocturne,Nautilus,Jinx,Xerath,Garen,Viego,Sylas,Draven,Senna
18788,0,Anivia,Warwick,Akshan,Swain,Fiora,Darius,Volibear,Viktor,Twitch,Senna
18789,1,Mordekaiser,Rengar,Zoe,Caitlyn,Senna,Ornn,Khazix,Ahri,Ezreal,Teemo
18790,0,Illaoi,LeeSin,AurelionSol,Kaisa,Thresh,Darius,Shaco,Kayle,Vayne,Blitzcrank
18791,1,Akshan,Teemo,Taliyah,Tristana,Alistar,Chogath,Kayn,Vex,Jhin,Karma
18792,1,Camille,Evelynn,Orianna,Lucian,Braum,Mordekaiser,MonkeyKing,Ahri,Tristana,Pantheon
18793,1,Sion,Kayn,Ahri,Caitlyn,Brand,Zac,Volibear,Akali,Jhin,Senna
18794,0,Gangplank,Shaco,Sylas,Karthus,Yuumi,Jax,Trundle,Orianna,Caitlyn,Nautilus
18795,1,Gangplank,Shaco,Malzahar,Caitlyn,Leona,Riven,Darius,Irelia,Kaisa,Seraphine
18796,0,Garen,Vi,Sylas,Varus,Nami,Mordekaiser,Sejuani,Pantheon,Caitlyn,Brand
18797,1,Riven,Vi,Katarina,Lucian,Soraka,Gnar,Warwick,Zoe,Caitlyn,Thresh
18798,0,DrMundo,Graves,Akali,Vayne,Lux,Urgot,Udyr,Ryze,Samira,Soraka
18799,1,Camille,XinZhao,Garen,Samira,Shaco,Kayle,Viego,Neeko,Aphelios,Lulu
18800,0,Garen,Graves,Vex,Samira,Leona,Olaf,Lillia,Irelia,Lucian,Nami
18801,0,Trundle,Amumu,Brand,Xayah,Malphite,MonkeyKing,Volibear,Fizz,Kaisa,Bard
18802,0,Kennen,Kayn,Vex,MissFortune,Pyke,Olaf,Mordekaiser,Sivir,Vayne,Lulu
18803,0,Aatrox,Trundle,Malzahar,MissFortune,Lux,Viktor,Nocturne,Kayle,Jinx,Nami
18804,0,Garen,Zac,Annie,Vayne,Nautilus,Darius,Vi,Lux,Seraphine,Senna
18805,0,Viktor,Graves,Lillia,Samira,Alistar,Aatrox,RekSai,Ahri,Twitch,Karma
18806,1,Vi,Taliyah,Senna,Lillia,Caitlyn,Draven,Mordekaiser,Jhin,Karthus,Thresh
18807,1,TahmKench,Graves,Viktor,Lucian,Brand,Garen,MonkeyKing,Katarina,Ashe,Nautilus
18808,1,Gangplank,Zed,Corki,Aphelios,Yuumi,MonkeyKing,Graves,Kassadin,Xayah,Soraka
18809,0,Darius,MasterYi,Xerath,Caitlyn,Zoe,Quinn,Rammus,Viktor,Jinx,Senna
18810,1,Riven,Graves,Qiyana,MissFortune,Lux,Ornn,RekSai,Veigar,Ashe,Morgana
18811,1,Nasus,Kindred,Ekko,Kalista,Thresh,Teemo,MasterYi,Lux,Kaisa,Leona
18812,0,Teemo,Vi,Galio,Tristana,Sona,Gwen,Kayn,Orianna,Varus,Senna
18813,0,Shaco,RekSai,Irelia,Jhin,Yuumi,Gwen,Khazix,Ahri,Ezreal,Zilean
18814,0,Camille,Lillia,Sylas,Ezreal,Pyke,Darius,MasterYi,Lux,Lucian,Yuumi
18815,1,Sion,Zac,Brand,Kaisa,Morgana,Aatrox,Diana,Lux,Ashe,Thresh
18816,1,Quinn,Poppy,Pantheon,MissFortune,Pyke,Morgana,Graves,Irelia,Caitlyn,Mordekaiser
18817,1,Yorick,LeeSin,Anivia,Tristana,Seraphine,Nasus,Sylas,Swain,Veigar,Viktor
18818,1,Olaf,Rengar,Zed,Lucian,Lux,Heimerdinger,Warwick,Qiyana,Twitch,Pyke
18819,1,Swain,MonkeyKing,Yasuo,Jinx,Nami,Darius,LeeSin,Sylas,Jhin,Zilean
18820,0,Gwen,RekSai,Yasuo,Ashe,Lux,Jax,Shaco,Sylas,Sivir,Morgana
18821,0,Mordekaiser,Hecarim,Veigar,Tristana,Karma,Darius,MasterYi,Akali,Jhin,Senna
18822,1,Fiora,FiddleSticks,Yone,Jinx,Nami,Quinn,Jax,Vex,Vayne,Karma
18823,1,Udyr,Hecarim,TwistedFate,Caitlyn,Yuumi,Yone,Nocturne,Qiyana,Vayne,Leona
18824,0,Camille,Khazix,Leblanc,Caitlyn,Leona,Shen,FiddleSticks,Galio,Sivir,Thresh
18825,1,Darius,MonkeyKing,Lissandra,Jhin,Bard,Yorick,Talon,Tristana,Lucian,Lux
18826,1,Kayle,Kayn,Akali,Ezreal,Twitch,Sett,MonkeyKing,Brand,Kaisa,Thresh
18827,0,Aatrox,Viego,Taliyah,Ezreal,TwistedFate,TahmKench,Volibear,Malzahar,Lucian,Renata
18828,1,Urgot,RekSai,Vladimir,Samira,Leona,Camille,Rammus,Swain,Twitch,Thresh
18829,0,Volibear,Rengar,Ahri,Kaisa,Yuumi,Gnar,FiddleSticks,Taliyah,Samira,Pyke
18830,1,Volibear,Olaf,Sylas,Zeri,Senna,Darius,Trundle,Anivia,Lucian,Nami
18831,1,Ornn,Kindred,Katarina,Jinx,Soraka,Kayle,Zac,Swain,Ezreal,Senna
18832,1,Garen,MonkeyKing,Fizz,Samira,Nami,Darius,Malphite,Irelia,Jinx,Morgana
18833,0,Gwen,Evelynn,Yone,Jinx,Amumu,Shyvana,Viego,Sylas,Draven,Soraka
18834,0,Nasus,Viego,Irelia,Xayah,Rakan,Kayle,Rammus,Zed,Draven,Blitzcrank
18835,1,Volibear,Shyvana,Taliyah,Caitlyn,Shaco,Olaf,Khazix,Karma,Aphelios,Soraka
18836,0,Ryze,XinZhao,Swain,Jhin,Velkoz,Darius,RekSai,Ahri,Illaoi,Leona
18837,0,Teemo,Twitch,Xerath,Lucian,Brand,Nasus,Khazix,Katarina,MissFortune,Renata
18838,0,MonkeyKing,Zac,Orianna,Lucian,Nami,Urgot,Kayn,Xerath,KogMaw,Braum
18839,0,Garen,Diana,Illaoi,Singed,Alistar,Mordekaiser,Lillia,Viego,Jinx,Zilean
18840,1,Gwen,Graves,Katarina,Jinx,Nami,Gangplank,Morgana,Akshan,Karthus,Lucian
18841,1,Aatrox,Viego,Yone,Ziggs,Sona,Vladimir,Diana,Kayle,Vayne,Pantheon
18842,0,Sett,Zed,Ekko,Jhin,Sona,Lillia,Nocturne,Irelia,Jinx,Xerath
18843,0,Gangplank,Vi,Syndra,Samira,Velkoz,Garen,XinZhao,Viktor,Varus,Lux
18844,1,Teemo,Udyr,Ziggs,Jhin,Janna,Irelia,Sejuani,Fizz,Sivir,Ashe
18845,1,Shen,Aphelios,Neeko,Kayn,Yuumi,Kennen,LeeSin,Viktor,Twitch,Sona
18846,0,Nasus,Mordekaiser,Ahri,Jinx,Thresh,Riven,MasterYi,Swain,Vayne,Blitzcrank
18847,0,Akali,Olaf,Katarina,Swain,Senna,Sett,Volibear,Akshan,Ezreal,Blitzcrank
18848,0,Trundle,Urgot,Leona,Ashe,Pantheon,Nocturne,Xerath,Leblanc,Kaisa,Garen
18849,1,Ornn,Nocturne,Xerath,Caitlyn,Pyke,Quinn,Trundle,Ahri,Jinx,Amumu
18850,1,MonkeyKing,Poppy,Veigar,Kaisa,Swain,Camille,Kayn,Taliyah,Akshan,Brand
18851,0,Riven,Sejuani,Sylas,Jhin,Nami,Quinn,Amumu,FiddleSticks,Tristana,Pyke
18852,1,Rengar,Mordekaiser,Veigar,Samira,Leona,Sion,Viego,Ezreal,MissFortune,Morgana
18853,1,Volibear,Nocturne,Katarina,Ashe,Soraka,Garen,Viego,Ezreal,Xayah,Rakan
18854,0,Urgot,Karthus,Yasuo,Sivir,Senna,Singed,RekSai,Yone,Veigar,Yuumi
18855,1,Shen,MasterYi,Katarina,Samira,Swain,Sett,JarvanIV,Akali,Caitlyn,Thresh
18856,0,Jayce,Ekko,Ahri,Kalista,Soraka,Karma,Kindred,Sylas,KogMaw,Pantheon
18857,0,Quinn,Ekko,Vex,Sivir,MissFortune,Urgot,MasterYi,Brand,Caitlyn,Shen
18858,0,Graves,Shyvana,Anivia,Kalista,Xerath,Malphite,Lillia,Yone,Ziggs,Sona
18859,0,Yone,Viego,Syndra,Ezreal,Renata,Tryndamere,Hecarim,Cassiopeia,Jinx,Blitzcrank
18860,0,Gangplank,Trundle,Viktor,Vayne,Karma,Kayn,Malphite,Akali,KogMaw,Lulu
18861,1,Yorick,Viego,Akshan,Ziggs,Nautilus,Mordekaiser,Zac,Sylas,Kaisa,Lux
18862,0,Mordekaiser,Hecarim,Sylas,Jhin,Xerath,Shen,Amumu,Vex,Draven,Nami
18863,1,Ashe,Warwick,TwistedFate,Ezreal,Senna,Garen,Shaco,Ahri,Jhin,Xerath
18864,1,Sett,Garen,Malphite,Lucian,Nami,Darius,Viego,Qiyana,Samira,Nautilus
18865,1,Ornn,Lillia,Yasuo,MissFortune,Lulu,Mordekaiser,Rengar,Taliyah,Samira,Lux
18866,1,Mordekaiser,RekSai,Zed,Lucian,Thresh,Ryze,Tryndamere,Syndra,Jhin,Senna
18867,0,Amumu,Sett,Tristana,Sona,Annie,Fizz,Mordekaiser,Shyvana,Kaisa,Nami
18868,0,Gwen,Kindred,Nasus,MissFortune,Ashe,Singed,Skarner,Zoe,KogMaw,Lulu
18869,1,Olaf,Viego,Azir,Twitch,Shen,Camille,Rammus,Velkoz,Vayne,Sona
18870,1,Teemo,MasterYi,Talon,Jinx,Zilean,Galio,Kayn,Veigar,Ziggs,Leona
18871,0,Nasus,MonkeyKing,Neeko,KogMaw,Janna,Ornn,Ekko,Yone,Tristana,Xerath
18872,0,Neeko,MonkeyKing,Malzahar,Jinx,Renata,Zac,Viego,Lux,MissFortune,Veigar
18873,0,Illaoi,Mordekaiser,Taliyah,Draven,Thresh,Lillia,Vi,Xerath,Kaisa,Leona
18874,0,MonkeyKing,Nocturne,Vladimir,Jhin,Zilean,Kennen,RekSai,Viktor,Vayne,Senna
18875,0,Teemo,MonkeyKing,Vladimir,Caitlyn,Pyke,Vayne,Vi,Yasuo,Ahri,Sona
18876,1,Yorick,Diana,Annie,Caitlyn,Zilean,Nasus,MonkeyKing,Akali,Kalista,Blitzcrank
18877,1,Fiora,MonkeyKing,Taliyah,Ezreal,Renata,Kayn,Diana,Yasuo,Kaisa,Thresh
18878,1,Cassiopeia,MonkeyKing,Irelia,Kaisa,Janna,Mordekaiser,Viego,Tryndamere,Ezreal,Senna
18879,1,Mordekaiser,Shyvana,Teemo,Tristana,Nami,Yorick,Khazix,Yone,Caitlyn,Nautilus
18880,1,Jax,Viego,Yone,Jhin,Nautilus,Camille,MasterYi,Ahri,Kalista,Swain
18881,1,Jayce,Sylas,Lillia,Ezreal,Senna,TahmKench,Nunu,Vex,Kaisa,Lux
18882,0,Warwick,Udyr,Ekko,Aphelios,Malphite,Chogath,Kayn,Tristana,Vayne,Sona
18883,1,MonkeyKing,Mordekaiser,Malzahar,Kaisa,Lulu,Gangplank,JarvanIV,Xerath,Xayah,Lux
18884,1,Tryndamere,Rengar,Katarina,Samira,Nami,Jax,Viego,Sylas,Tristana,Swain
18885,1,Kayle,Viego,Yasuo,Xayah,Blitzcrank,Darius,Warwick,Yone,Varus,Veigar
18886,1,Darius,Talon,Ekko,Samira,Brand,Yone,Volibear,Ziggs,Ezreal,Leona
18887,1,Irelia,Nocturne,Sylas,Ezreal,Thresh,Camille,Jax,Ryze,Vayne,Pyke
18888,1,Kayle,JarvanIV,Akshan,Lucian,Nami,Sett,Volibear,Viktor,Ezreal,Sona
18889,1,Seraphine,Nidalee,Ziggs,Aphelios,Yorick,Yasuo,MasterYi,Malphite,Kaisa,Nautilus
18890,1,Fiora,Lillia,MissFortune,Kaisa,Leona,Mordekaiser,Graves,Ahri,Zeri,Pyke
18891,1,Mordekaiser,Sejuani,Taliyah,Jinx,Ashe,Illaoi,Viego,Yasuo,Jhin,Brand
18892,0,Teemo,Kayn,Vladimir,Senna,Soraka,Sett,Amumu,Swain,Quinn,Pyke
18893,1,Kennen,Diana,Riven,Tristana,Swain,Irelia,Pantheon,Taliyah,Xayah,Rakan
18894,1,Olaf,Evelynn,Seraphine,Varus,Blitzcrank,Darius,Lillia,Malzahar,Twitch,Morgana
18895,1,Rengar,Rammus,Pantheon,Lucian,Nami,Tryndamere,LeeSin,Ekko,Caitlyn,Leona
18896,1,Kayle,Kindred,Yasuo,Twitch,Zyra,Yorick,MasterYi,Taliyah,Ezreal,Janna
18897,1,Garen,Ekko,Taliyah,MissFortune,Bard,Urgot,Graves,Azir,Tristana,Brand
18898,0,Gnar,MonkeyKing,Yasuo,Tristana,Lux,Lucian,Volibear,Malzahar,Draven,Leona
18899,1,Teemo,Trundle,Zed,Vayne,Swain,Garen,Vi,Azir,Ezreal,Nautilus
18900,0,Nasus,Warwick,Sylas,Vayne,Nautilus,Quinn,Volibear,Malzahar,MissFortune,Senna
18901,1,Riven,Lillia,Irelia,Jhin,Nami,Gangplank,Warwick,Ahri,Lucian,Nautilus
18902,0,Vayne,Lillia,Gwen,Ezreal,Yuumi,Gangplank,MasterYi,Nautilus,Samira,Xerath
18903,0,Mordekaiser,MonkeyKing,Veigar,Ashe,Senna,Jax,Viego,Lux,Kaisa,Zilean
18904,1,XinZhao,Tristana,Yasuo,Aatrox,Bard,Darius,Olaf,Leblanc,Twitch,Thresh
18905,1,Gangplank,MonkeyKing,Ornn,Senna,Xerath,Volibear,Ekko,Zed,KogMaw,Lulu
18906,1,Viego,Diana,Yone,Jhin,Lux,Olaf,MasterYi,Yasuo,Vayne,Malphite
18907,1,Gangplank,Karthus,Malphite,Caitlyn,Swain,Shen,FiddleSticks,Yone,Samira,Bard
18908,1,Vladimir,RekSai,Seraphine,Twitch,Nami,Gangplank,Shyvana,Sylas,Caitlyn,Lux
18909,0,Gangplank,Mordekaiser,Zac,MissFortune,Lux,Chogath,MasterYi,Lissandra,Samira,Senna
18910,1,Kennen,LeeSin,Galio,Jhin,Brand,Gangplank,Trundle,Yasuo,Swain,Xerath
18911,1,Renekton,Evelynn,MissFortune,Zeri,Zyra,Mordekaiser,Diana,Chogath,Lucian,Senna
18912,1,Trundle,Taliyah,Velkoz,MissFortune,Nautilus,Yasuo,Shaco,Cassiopeia,Ashe,Thresh
